867.79	907.3275	888.1375	821.3525	773.85	567.695	402.57	486.0475	706.6225	1033.8075	1140.26	1155.8425	1114.555	1096.015	1057.6675	980.1325	969.4075	961.1975	971.895	871.4475	876.1175	795.49	827.3525	904.0425
850.5325	788.0925	731.2575	670.4	626.905	552.5975	593.4625	752.275	860.9325	1132.805	1124.15	1090.0675	1089.18	1100.055	1063.755	1005.895	978.465	966.6525	1010.19	926.2025	961.25	882.385	873.4025	948.925
879.7175	822.15	759.39	724.525	640.295	557.61	490.075	659.25	901.72	1149.97	1165.8475	1111.6075	1101.485	1131.375	1082.7625	1013.11	999.51	995.8475	1045.8	975.195	953.41	854.51	872.2775	945.2325
905.07	833.295	748.5925	703.5125	635.32	551.545	465.5625	603.96	846.005	1131.6825	1202.3925	1180.1025	1142.755	1127.5375	1072.16	999.2725	942.0075	960.055	982.045	947.765	925.5925	838.58	855.615	949.41
874.7975	811.725	742.415	677.5925	635.4575	557.81	540.785	758.3875	954.5275	1135.205	1116.17	1065.805	1050.1575	1084.655	1058.9475	974.4825	971.2675	964.7525	1010.865	960.0975	957.7875	877.0975	876.325	965.2475
911.745	844.86	770.74	727.3875	635.53	535.5375	445.6575	601.7975	854.1325	1166.6575	1225.6275	1182.5775	1117.205	1095.0625	1069.2825	993.52	965.6575	979.03	1029.54	947.49	980.535	872.1	870.865	947.07
862.735	788.8625	741.2175	685.85	627.2925	570.535	649.7025	986.2875	1013.1625	1081.665	1063.0925	1037.2775	1035.49	1066.2475	1054.6925	962.3175	932.0725	963.745	1022.39	986.675	1021.295	921.6675	885.6825	929.375
840.33	780.515	732.965	721.1025	656.5275	553.32	594.9925	945.7475	990.4475	1063.57	1054.0175	1021.0425	1019.8825	1057.64	1020.715	948.5125	939.595	966.88	1026.92	997.375	1034.9425	945.0625	902.5525	953.085
861.175	783.385	732.59	703.36	643.1325	556.845	619.9475	949.055	997.955	1070.2175	1040.16	1013.925	1004.3325	1062.26	1037.64	965.1675	941.6725	969.8325	1030.2	1006.865	1040.5825	926.8275	913.5025	950.1375
874.77	810.1175	751.895	697.78	656.435	544.5275	475.8775	752.2825	944.6075	1159.2	1167.8925	1127.7275	1124.7075	1153.5275	1127.78	1071.715	1059.6875	1081.2875	1110.5925	1005.89	969.095	849.3125	854.84	936.3275
903.0825	847.9175	772.84	721.845	629.8925	532.7775	454.6975	591.1525	863.8175	1192.3375	1239.715	1183.8425	1156.235	1153.9875	1095.3375	987.7475	974.635	1015.74	1045.6375	969.74	980.8875	852.9175	871.195	950.055
860.93	776.185	731.0825	722.8725	700.795	582.04	602.0075	920.8375	1001.7225	1105	1066.15	1028.69	1046.1225	1109.7	1062.15	985.925	958.9675	986.9225	1065.7725	1031.155	1078.705	952.2975	908.83	956.87
890.2675	782.9875	738.805	640.83	625.49	578.1675	670.8875	991.115	1010.07	1074.2725	1070.035	1018.075	1021.2875	1070.69	1011.4175	953.68	922.5825	958.745	1033.8675	1020.975	1024.655	924.7775	913.215	957.89
860.815	787.5875	734.475	699.695	612.6975	562.8175	645.0825	1001.63	1049.14	1090.63	1059.9125	1029.875	1012.265	1067.32	1019.64	953.1225	911.27	965.62	1046.69	1011.0775	1039.73	911.2425	883.7025	917.345
823.84	753.455	713.5725	677.395	634.4075	599.945	674.99	987.135	1012.89	1026.95	1021.5725	981.7875	974.5825	1035.01	968.5125	907.6325	908.8875	952.57	1014.6825	1021.26	1036.9025	931.945	887.8825	944.85
846.945	763.96	724.2675	688.735	686.83	546.255	592.22	954.075	1003.0475	1082.27	1101.53	1068.695	1015.5525	1059.5175	1029.015	954.74	937.1775	971.015	1033.57	1010.1825	1008.2825	907.8225	884.9175	937.2525
845.66	773.4675	727.2325	713.82	679.5725	528.875	504.4925	750.5775	951.1	1185.015	1172.805	1120.14	1108.895	1150.4825	1132.55	1074.8	1053.21	1068.33	1114.415	1017.6575	966.2875	830.4175	846.755	920.9075
889.07	812.6625	751.0025	715.435	664.66	513.0575	418.78	585.91	898.5925	1224.075	1267.7975	1206.4325	1156.215	1151.965	1108.8075	1017.3525	986.03	1000.66	1041.685	943.1	954.82	839.375	856.3525	894.685
820.2	757.97	719.415	676.39	622.8375	551.7975	616.9425	968.865	993.0575	1088.3925	1058.64	1049.5725	1024.76	1059.9625	1045.8375	968.755	924.86	955.96	1054.2025	1011.4525	1039.43	918.2725	876.0125	910.0825
828.67	736.18	699.765	683.2225	648.105	538.27	588.995	973.0725	996.26	1053.4725	1037.2475	991.3875	1004.8425	1078.6625	1005.195	934.56	912.06	951.77	1040.405	1014.2775	1022.43	920.7125	875.345	913.7575
822.1425	719.745	691.8275	681.58	626.5675	536.025	584.3275	968.765	983.505	1033.905	1039.17	1003.305	1004.485	1052.1025	989.15	923.3175	922.0675	954.4825	1030.995	1010.3525	1008.4775	902.3825	873.485	903.48
799.87	718.2575	682.715	671.39	634.235	522.5525	595.1375	940.775	985.765	1045.34	1018.3975	1003.2975	1003.9175	1057.0025	998.7425	920.8075	892.4475	942.215	1023.1575	994.3375	1014.2775	966.9925	859.655	903.0975
821.61	720.6975	690.6225	673.0375	609.255	530.115	591.2075	957.3925	997.535	1068.9725	1064.58	1025.26	1029.54	1062.4125	1016.6025	954.7275	944.095	960.83	1042.95	991.0225	995.245	886.8875	891.11	920.1175
836.6325	757.99	703.56	682.2075	639.71	512.7075	491.84	757.3775	965.1725	1188.0425	1201.2375	1141.5975	1122.18	1159.1175	1130.02	1065.255	1043.5375	1075.895	1102.77	1000.02	955.605	831.7925	843.565	913.775
873.7275	810.5875	749.34	723.6775	657.14	515.4525	414.5125	572.585	876.675	1210.47	1234.035	1180.3725	1150.67	1143.29	1071.315	1002.6425	965.955	989.4975	1022.3025	947.89	968.4025	815.04	834.105	885.3875
811.605	732.29	700.2425	646.3625	590.835	529.625	612.305	974.915	1014.7375	1079.7675	1052.6975	994.0175	1016.425	1062.2475	1009.1075	952.1175	916.1525	931.21	1013.1425	994.01	1004.615	899.3175	882.1525	932.1275
797.73	733.6775	691.2875	680.305	619.7925	521.0775	581.17	964.3525	984.74	1054.845	1041.7925	991.715	995.1125	1062.945	999.2825	934.2625	888.0175	942.6025	1039.5525	1002.31	1012.35	919.15	875.3125	900.455
797.28	720.755	674.8175	665.13	589.7975	539	595.78	1000.5	986.8325	1058.61	1033.8425	1018.5775	1010.275	1048.24	1002.1825	929.915	893.9825	952.555	1021.105	997.1425	1012.405	906.295	877.7925	888.56
808.3175	747.33	701.8575	678.885	598.965	532.635	587.5875	960.125	996.755	1047.06	1041.215	970.3375	996.3775	1039.0975	976.725	909.625	909.4	941.6325	1033.195	1001.3875	994.84	884.13	857.655	880.71
813.04	735.13	684.17	677.76	611.0075	529.865	587.16	940.285	957.2	1045.5725	1002.3725	989.7975	1011.72	1067.4525	1007.8775	939.4825	908.3925	957.19	1031.265	991.675	989.71	867.115	858.425	895.3925
850.9725	749.565	712.8825	695.8825	603.195	488.6725	475.4	769.6175	986.8325	1195.67	1189.0375	1142.2925	1115.51	1121.46	1122.47	1060.1675	1033.1225	1050.7625	1110.615	999.85	941.255	815.8325	821.4875	895.16
871.335	806.0425	746.635	699.9275	608.6425	506.7625	400.025	600.1725	885.54	1185.8	1219.575	1189.89	1127.1525	1117.105	1074.54	975.0875	935.1725	950.2975	1010.3975	905.42	908.895	807.785	836.3475	888.21
825.24	736.76	693.825	688.64	625.6275	528.9275	584.0225	959.075	1004.51	1065.445	1050.925	994.0625	1006.1775	1051.735	1010.1325	933.06	915.455	944.0775	1019.3575	992.7525	1021.495	894.645	862.035	901.2075
820.7325	739.1775	692.09	649.3325	585.365	527.99	587.6725	987.1825	987.4575	1046.4575	1019.19	994.805	1017.4025	1067.9575	850.2	921.4625	896.2275	910.405	1030.805	1038.34	1050.975	949.385	879.965	906.8875
787.0975	692.6675	659.565	613.795	556.87	517.0425	642.26	1033.915	1015.215	1050.96	1012.27	1006.0725	994.4225	1050.22	973.405	914.3375	897.695	923.9575	1039.89	1039.2475	1042.92	944.205	894.5025	847.2775
723.135	666.6975	635.6825	597.015	539.165	506.9575	640.62	982.64	993.2025	1037.19	980.5225	966.865	989.5825	1047.2225	982.5825	924.9025	891.165	938.0775	1031.6	1026.1	1048.41	923.4875	858.705	832.5775
678.93	595.7825	622.1075	624.1175	565.3975	460.9975	554.05	828.765	893.8625	1061.475	1073.3325	976.2775	1047.6475	1104.0825	1041.04	931.175	927.2925	973.7875	1064.075	1066.6925	1060.5425	942.7725	889.52	883.2775
774.1375	715.75	663.885	650.9	608.4225	500.535	484.245	766.3875	978.835	1186.735	1197.9275	1151.91	1140.3775	1181.795	1126.6375	1064.825	1058.195	1088.5825	1162.385	1064.58	1016.725	855.3175	845.01	854.285
797.96	729.285	673.74	642.54	580.89	476.9575	432.65	606.5125	950.405	1251.69	1302.86	1244.5925	1172.86	1188.515	1102.7475	1019.98	975.6075	997.8475	1051.0625	996.3575	969.8675	875.4325	843.535	842.5225
731.2075	673.785	647.8225	629.125	545.8925	533.1925	629.2625	1016.29	1052.395	1140.2875	1116.89	1062.76	1028.235	1095.285	1025.43	920.8125	913.88	935.705	1036	1063.71	1084.9125	961.155	889.355	877.725
777.3025	715.8775	669.78	658.5475	610.735	547.5	661.875	1048.0025	1046.61	1102.7275	1071.8275	994.6183333	1023.3275	1068.678333	941.825	938.7525	902.3325	949.915	1057.055	1054.885	1082.2775	960.4125	899.1925	844.9025
763.0525	704.45	660.1875	649.835	637.0575	563.28	670.1475	1057.535	1059.3325	1075.175	934.91	919.9025	933.6225	1075.43	1027.805	918.0725	927.2325	972.5625	1077.325	1086.3725	1105.2375	986.3375	918.6675	870.205
772.9725	714.38	678.3575	658.8375	602.895	556.36	662.85	1032.2	1038.35	1055.315	1040.515	1033.83	1029.4975	1081.425	988.32	919.7275	911.53	949.82	1048.13	1058.55	1070.95	952.5475	885.0675	856.99
773.6175	725.74	676.2025	578.645	571.925	558.87	719.99	1039.5675	1063.905	1063.26	1029.9175	1018.87	1035.0625	1091.34	1024.27	982.4275	949.5875	973.615	1082.81	1064.1925	1049.135	929.5	898.3275	865.7925
781.1375	723.35	684.0825	661.255	654.53	566.6775	570.0525	812.8075	1050.6375	1226.5175	1195.75	1144.5675	1133.215	1173.5025	1149.4675	1089.2775	1064.36	1102.48	1174.5525	1070.135	997.22	868.4875	836.925	851.8875
