key,666320-667777,667777-670657,670657-673537,673537-676417,676417-679297,679297-682177,682177-685057,685057-687937,687937-690817,690817-693697,693697-696577,696577-699457,699457-702337,702337-705217,705217-708097,708097-710977,710977-713857,713857-716737,716737-719617,719617-722497,722497-725377,725377-728257,728257-731137,731137-734017,734017-736897,736897-739777,739777-742657,742657-745537,745537-748417,748417-751297,751297-754177,754177-757057,757057-759937,759937-762817,762817-765697,765697-768577,768577-771457,771457-774337,774337-777217,777217-780097,780097-782977,782977-785857,785857-788737,788737-791617,791617-794497,794497-797377,797377-800257,800257-803137,803137-806017,806017-808897,808897-811777,811777-814657,814657-817537,817537-820417,820417-823297,823297-826177,826177-829057,829057-831937,831937-834817,834817-837697,837697-840577,840577-843457,843457-846337,846337-849217,849217-852097,852097-854977,854977-857857,857857-860737,860737-863617,863617-866497,866497-869377,869377-872257,872257-875137,875137-878017,878017-880897,880897-883777,883777-886657,886657-889537,889537-892417,892417-895297,895297-898177,898177-901057,901057-903937,903937-906817,906817-909697,909697-912577,912577-915457,915457-918337,918337-921217,921217-924097,924097-926977,926977-929857,929857-932737,932737-935617,935617-938497,938497-941377,941377-944257,944257-947137,947137-950017,950017-952897,952897-955777,955777-958657,958657-961537,961537-964417,964417-967297,967297-970177,970177-973057,973057-975937,975937-978817,978817-981697,981697-984577,984577-987457,987457-990337,990337-993217,993217-996097,996097-998977,998977-1001857,1001857-1004737,1004737-1007617,1007617-1010497,1010497-1013377,1013377-1016257,1016257-1019137,1019137-1022017,1022017-1024897,1024897-1027777,1027777-1030657,1030657-1033537,1033537-1036417,1036417-1039297,1039297-1042177,1042177-1045057,1045057-1047937,1047937-1050817,1050817-1053697,1053697-1056577,1056577-1059457,1059457-1062337,1062337-1065217,1065217-1068097,1068097-1070977,1070977-1073857,1073857-1076737,1076737-1079617,1079617-1082497,1082497-1085377,1085377-1088257,1088257-1091137,1091137-1094017,1094017-1096897,1096897-1099777,1099777-1102657,1102657-1105537,1105537-1108417,1108417-1111297,1111297-1114177,1114177-1117057,1117057-1119937,1119937-1122817,1122817-1125697,1125697-1128577,1128577-1131457,1131457-1134337,1134337-1137217,1137217-1140097,1140097-1142977,1142977-1145857,1145857-1148737,1148737-1151617,1151617-1154497,1154497-1157377,1157377-1160257,1160257-1163137,1163137-1166017,1166017-1168897,1168897-1171777,1171777-1174657,1174657-1177537,1177537-1180417,1180417-1183297,1183297-1186177,1186177-1189057,1189057-1191937,1191937-1194817,1194817-1197697,1197697-1200577,1200577-1203457,1203457-1206337,1206337-1209217,1209217-1212097,1212097-1214977,1214977-1217857,1217857-1220737,1220737-1223617,1223617-1226497,1226497-1229377,1229377-1232257,1232257-1235137,1235137-1238017,1238017-1240897,1240897-1243777,1243777-1246657,1246657-1249537,1249537-1252417,1252417-1255297,1255297-1258177,1258177-1261057,1261057-1263937
423b1de679df27e518fcb470267ae9fad3aa4413173119c5c5f1148cc03dc301,1,3,5,4,5,2,4,2,1,2,2,0,1,3,3,3,2,1,4,1,5,2,2,6,2,1,3,2,1,3,2,2,1,2,1,3,3,4,1,4,0,1,1,1,2,4,4,1,3,1,3,2,1,4,2,1,4,0,3,5,6,1,2,4,1,0,5,2,4,1,4,1,2,2,4,1,0,4,2,2,3,1,1,3,1,1,4,0,4,3,2,2,2,3,1,2,3,1,6,2,4,2,5,2,3,0,3,3,4,2,0,3,4,5,3,1,2,1,5,2,2,4,1,2,2,2,5,4,3,3,3,3,5,3,4,2,4,3,3,0,2,2,3,3,3,2,4,5,5,6,3,1,6,3,1,2,1,4,1,5,3,1,3,4,4,2,4,0,5,2,4,3,5,2,0,2,3,1,2,0,1,2,2,3,1,3,1,1,2,3,4,0,1,7,3,4,4,3,2,1,2,3,3,1,3,4,5,0
4240dcb268ae77483db218071102cf7a7e251c04451d0a781c5499480900e863,1,2,3,1,4,4,6,0,3,2,2,2,4,5,3,3,6,5,2,3,5,1,2,3,2,6,4,5,1,2,3,3,6,5,2,4,1,3,1,0,4,3,2,3,4,2,3,5,3,3,2,0,1,2,1,4,1,2,2,3,3,2,5,2,3,1,6,7,3,2,1,2,3,6,2,3,4,5,1,2,3,4,3,5,4,2,1,0,5,4,2,5,2,4,1,3,2,1,2,5,2,0,1,3,2,5,1,1,0,1,3,2,3,1,4,4,3,1,1,2,3,0,1,3,3,5,1,2,0,5,0,2,1,1,5,1,2,3,4,0,4,2,1,0,4,1,0,1,4,4,3,6,2,1,3,3,1,3,5,2,4,1,1,1,2,4,1,3,7,4,4,1,2,1,3,1,3,3,3,0,0,4,4,2,3,2,3,2,0,0,1,1,4,3,2,3,2,4,3,5,1,1,4,4,1,4,1,3
424586e8b27bcc50dcc406299dddc2c8a37f4edd7d365e4f96714c5a35caaa0f,0,11,2,0,0,2,3,1,3,0,2,2,2,2,5,4,3,2,0,2,3,4,1,1,2,0,1,2,2,3,4,1,6,2,3,5,3,0,4,2,2,2,4,2,2,5,1,1,3,4,2,3,3,7,1,1,6,1,2,2,6,3,1,4,0,4,0,4,11,2,2,3,1,2,6,3,2,4,4,3,2,2,3,2,3,2,3,6,3,2,3,4,3,5,2,1,1,6,2,3,2,1,2,2,3,2,0,3,4,2,3,3,2,1,0,2,3,2,4,1,2,2,2,1,4,2,3,1,3,0,1,1,3,2,2,4,0,3,1,3,1,6,1,3,3,3,6,3,2,1,1,3,9,1,3,5,2,3,4,2,2,7,1,2,2,2,2,0,3,3,8,1,2,3,5,3,2,0,6,2,1,2,2,2,3,1,2,3,0,3,1,2,4,3,0,3,1,1,3,6,1,2,2,4,1,2,0,2
4248849ca0799a678a62b9f79aa74bd7bb9848e4a521b92fc2416783ccec873b,1,1,1,1,1,0,3,0,3,1,3,2,2,4,5,3,2,2,2,3,3,5,2,4,2,3,2,3,4,2,2,5,3,6,6,0,3,3,2,4,2,5,6,3,2,1,4,2,5,2,4,3,3,4,3,1,1,5,4,1,2,3,3,0,2,5,2,1,4,2,4,4,4,1,4,3,3,1,1,2,1,4,5,5,3,4,4,1,2,3,0,3,2,2,4,2,2,4,1,2,3,3,3,9,2,3,4,2,3,2,3,2,3,1,3,2,3,1,3,4,4,3,1,7,2,2,1,1,8,2,2,3,2,4,1,3,0,2,0,2,4,3,3,6,2,3,2,3,3,3,4,4,1,2,1,2,5,2,0,4,1,2,0,3,3,4,6,0,6,4,3,3,0,4,0,0,1,5,2,2,3,3,3,2,7,3,1,3,2,3,4,2,4,2,4,2,4,2,3,3,0,5,4,2,4,3,4,0
424bb19e159567fb9d3385e454f49b6409c9038a788b8e03650d210d5098e166,0,1,0,0,4,2,5,2,2,3,5,2,5,3,2,2,4,3,4,2,6,3,3,1,3,1,2,1,2,4,2,3,1,1,4,1,2,5,2,2,2,2,1,9,1,2,3,4,3,4,4,6,4,5,4,1,0,2,1,3,1,2,1,3,0,5,4,1,2,7,2,2,5,3,2,4,3,0,2,1,3,1,2,3,3,1,4,5,1,3,0,3,1,2,3,1,4,5,0,4,1,4,1,3,1,3,1,0,0,2,2,3,5,1,2,0,3,2,2,3,4,1,3,4,1,0,2,4,1,2,8,4,0,0,0,1,0,1,3,4,2,1,2,2,2,3,5,2,3,3,3,2,4,5,1,2,2,1,6,3,3,4,1,0,3,1,2,4,0,1,4,2,2,0,2,1,0,1,5,2,3,3,1,2,4,2,3,3,2,1,4,1,4,1,0,3,2,4,1,1,3,4,2,3,3,2,4,3
4252c93efcf3fc415a25916ea5f0258da8bf4ab6d5f6edb67a6f22620b52e90e,2,5,3,2,3,1,2,4,2,1,2,4,2,3,2,4,0,3,3,2,1,2,2,3,3,3,2,0,1,2,0,0,3,6,1,4,2,4,2,0,3,2,0,0,1,3,0,0,1,4,4,3,2,3,3,5,2,2,4,2,2,3,2,1,4,6,3,3,6,3,3,3,2,2,2,2,0,3,1,0,3,2,3,1,2,1,1,1,1,1,4,3,2,1,4,4,4,3,4,2,2,7,4,2,3,2,2,3,2,4,2,4,3,2,1,5,0,3,1,4,2,1,4,1,2,3,2,2,4,0,3,1,5,1,4,4,2,3,1,3,1,1,1,3,4,4,4,2,2,2,2,4,3,3,1,2,5,4,3,5,1,2,1,2,2,4,1,2,1,2,1,3,2,1,3,1,1,2,7,2,3,0,0,5,3,3,2,4,3,2,2,2,2,1,1,0,2,7,1,3,3,2,2,2,3,4,4,2
4255fecd6d711e184acd8fd33d494acdf4c02921cfe107262fdfecd5164f7604,0,2,1,1,3,2,5,3,2,3,4,5,3,4,2,2,2,2,4,3,3,1,2,5,4,0,1,1,2,3,4,2,3,5,2,4,1,2,5,2,2,2,2,1,2,4,1,2,2,4,2,2,5,8,2,6,1,1,4,4,2,4,4,1,3,2,3,1,0,3,3,1,1,4,2,5,2,3,6,2,3,0,1,1,0,3,2,3,4,3,5,3,4,2,2,1,3,0,2,1,1,2,4,2,3,1,1,5,5,5,3,0,3,1,2,4,2,5,1,2,3,1,2,0,4,0,5,1,2,3,0,4,5,1,2,5,2,0,5,1,2,4,3,1,0,4,5,2,1,2,3,5,4,2,2,3,4,3,3,3,4,7,1,1,1,2,2,2,4,3,3,4,2,1,1,4,1,2,3,5,5,1,2,5,2,1,1,1,4,1,1,0,1,2,1,2,3,2,1,2,2,6,7,7,3,2,5,3
425defa86a77732e361aff353f51e42729ccfa2f62be7bbed05405b32b964c0e,1,1,0,4,4,2,0,1,3,2,3,5,2,3,3,4,4,2,2,3,0,3,1,1,3,0,4,1,3,1,2,4,2,3,2,1,4,4,6,2,4,4,3,0,2,1,2,5,2,1,0,2,4,2,3,2,2,6,2,2,2,1,2,6,2,1,5,3,2,2,2,2,3,5,1,1,2,3,2,3,1,2,5,3,1,7,3,3,6,3,4,2,2,2,4,2,4,2,3,2,4,2,1,1,3,3,3,3,3,2,3,0,2,6,3,3,4,2,2,2,4,3,3,4,2,7,4,2,3,2,6,2,3,1,2,1,1,2,1,3,4,3,2,2,1,5,2,2,4,1,7,1,5,4,1,2,6,5,0,6,4,3,2,5,3,3,4,5,4,2,2,4,2,3,0,2,2,0,1,4,1,2,3,2,7,1,4,5,4,3,5,3,4,3,1,1,3,5,3,0,2,1,4,2,3,2,2,2
4267ea0c1356b3875d1aa052d4165d0172d6eecdd059f4ba426dbcffa02f381c,1,2,5,3,7,2,4,2,2,6,2,1,3,5,1,5,2,3,1,2,2,4,4,2,4,3,2,5,4,2,1,1,2,6,1,3,1,3,3,1,1,0,1,2,2,1,2,4,1,4,3,0,4,2,1,2,4,4,4,1,1,1,2,3,2,3,1,3,1,4,2,1,1,3,3,3,4,3,2,3,2,5,3,5,2,3,1,2,3,1,2,1,0,2,6,2,3,4,2,2,1,3,1,2,2,5,0,2,1,2,2,2,3,4,4,5,3,4,1,2,2,2,1,5,3,4,3,2,1,2,3,2,1,2,1,4,1,3,1,5,2,2,2,1,3,3,3,2,2,4,5,1,5,1,3,4,1,3,1,5,3,2,3,2,0,1,1,2,4,3,1,3,2,6,1,2,2,7,2,1,6,2,1,3,5,3,5,3,4,3,0,3,3,1,5,3,0,2,4,3,1,3,5,2,0,3,4,1
426f45c398d40a8e682d3308f525dd69c75521abe3be2a7af433d7648b447a3f,2,1,1,1,6,1,5,2,7,3,1,3,0,4,3,3,3,2,2,2,5,1,2,2,2,1,1,1,0,1,3,2,1,0,2,1,1,3,1,0,3,1,1,2,5,5,3,4,2,1,3,5,3,1,2,6,4,5,2,4,1,2,0,2,2,2,5,3,1,5,1,2,3,4,0,3,3,2,3,6,0,1,3,4,2,1,1,1,6,2,2,5,4,6,5,2,3,1,2,1,1,2,5,4,3,2,2,4,4,3,2,5,2,2,2,5,0,1,2,2,3,5,3,3,8,0,2,3,3,4,2,1,1,1,1,3,1,3,1,2,0,1,8,4,0,4,5,1,1,4,5,4,3,4,2,0,2,3,3,1,5,3,0,1,3,6,2,1,3,3,1,2,4,2,1,2,3,2,4,6,5,2,3,2,0,2,5,3,3,4,4,2,6,2,3,2,2,4,3,0,1,1,5,1,4,1,4,1
427cc197b524af2a2a034c7e229d2d734cb296a129cb114ced2cb16c6fb1d264,1,2,2,3,1,2,1,0,4,5,1,3,4,2,1,0,6,0,6,3,2,2,3,3,1,6,2,0,4,3,2,3,5,1,3,1,2,1,1,1,2,3,2,2,7,2,2,6,5,5,2,0,3,3,3,1,2,2,2,0,5,3,1,1,1,8,6,2,1,2,2,3,3,2,3,4,3,6,2,2,3,1,5,2,1,6,3,2,1,1,2,2,1,2,1,1,0,1,4,0,4,3,2,1,0,7,4,1,4,1,2,5,1,2,0,1,1,3,2,4,5,0,2,3,3,3,4,1,0,6,0,3,2,3,2,3,4,5,1,1,2,5,5,4,2,2,1,3,4,2,2,4,4,2,3,2,3,4,3,0,2,2,1,2,5,7,2,1,6,1,5,6,4,3,0,3,1,1,1,3,2,1,2,2,1,4,2,2,3,2,2,3,5,4,4,2,1,2,3,2,2,2,1,7,1,2,4,2
42879a91d384f0d835ac6c53f7e3f487dd02bc8e4ea8338dc52eda0b6a836e34,0,3,3,3,3,1,3,2,2,1,0,2,3,2,3,0,1,1,3,2,5,2,2,3,4,1,2,0,1,3,2,3,2,3,3,2,1,2,3,5,1,5,5,3,1,2,4,3,2,1,2,0,2,4,2,4,2,2,2,0,2,2,0,3,1,1,2,0,2,1,0,1,1,2,2,4,5,3,5,2,4,2,4,3,4,4,3,1,1,3,4,4,2,3,2,5,1,1,3,2,4,1,3,0,1,3,1,3,1,3,1,2,2,3,3,4,2,4,2,6,2,5,2,2,4,4,4,2,2,2,3,0,3,0,2,2,1,3,1,3,1,7,2,1,4,1,1,2,4,2,2,2,1,2,1,2,3,1,2,1,2,2,2,3,4,3,4,1,4,2,5,0,2,1,4,6,4,0,2,3,2,5,0,4,3,2,3,1,2,1,2,2,4,5,2,1,1,2,5,4,2,4,3,3,3,3,3,2
429a1282f8feab74fcdb2f91dbdc80d6193190d7127f5ca4967b704893693a47,1,0,3,1,2,4,1,4,4,4,0,1,1,2,2,4,0,2,3,5,0,1,4,1,3,1,4,2,6,0,3,3,4,2,2,3,3,3,1,4,1,1,5,2,2,2,2,4,1,2,1,4,0,4,4,2,3,1,5,0,1,4,1,2,2,4,1,3,4,6,0,5,1,1,3,3,3,5,7,5,4,5,5,1,3,1,4,4,2,3,3,2,6,3,4,0,3,2,3,2,0,2,4,3,2,2,1,3,4,2,1,4,2,1,3,5,0,1,0,4,5,4,4,2,2,0,2,2,1,5,3,5,0,5,2,3,4,4,4,4,3,2,2,4,5,3,3,6,4,0,3,3,2,3,2,8,7,3,2,2,2,2,3,5,2,2,1,1,3,2,1,3,2,3,4,3,2,1,2,1,2,3,2,2,1,6,6,1,0,2,2,3,3,5,2,6,3,1,3,3,5,2,3,1,4,2,3,3
42ab8df157e3089a83c6ae3478b3013e7680297237dc558d9fc34af0e5ccba23,1,2,2,3,5,2,0,2,2,1,4,1,0,1,1,1,0,2,1,3,2,5,2,0,2,1,3,1,1,1,5,7,1,3,3,7,0,0,1,6,3,1,3,2,3,2,1,3,2,1,4,3,1,4,4,3,0,3,7,3,1,2,0,5,0,2,2,5,3,1,2,3,6,2,1,2,1,2,2,3,2,0,5,7,6,2,1,6,4,4,4,1,3,1,1,3,2,2,1,3,2,3,2,4,4,3,2,4,2,4,2,0,5,6,2,6,3,6,3,1,2,7,2,5,5,1,0,1,2,5,1,2,1,4,1,2,2,1,4,1,3,1,1,0,2,3,2,2,2,4,2,4,5,2,0,1,4,1,4,4,2,4,0,0,3,2,5,1,5,1,1,6,2,2,2,2,1,2,2,1,6,1,2,1,2,1,3,0,3,1,1,2,2,6,3,2,2,3,3,5,2,2,1,2,5,0,4,2
42b8b940d27709e4326e1535920d28c16d50f46c91ef457ec8f891fdc166a93a,0,1,2,2,3,2,3,7,3,2,2,3,0,0,2,2,4,1,2,0,6,2,4,1,3,2,5,1,4,0,1,3,1,2,0,0,3,3,4,2,3,2,4,5,2,2,1,2,6,3,3,1,4,2,1,5,0,3,0,2,0,0,3,5,2,4,0,2,1,2,4,2,3,1,2,1,3,0,1,2,2,5,4,0,0,2,2,5,4,1,2,4,0,3,5,2,3,2,0,1,3,4,4,0,2,1,2,3,1,1,2,5,1,1,1,3,4,4,5,2,2,3,3,4,4,0,3,3,1,1,3,0,1,1,1,3,4,2,3,3,7,7,1,3,4,3,4,3,2,2,4,5,1,3,5,3,4,2,3,5,2,0,3,3,3,5,2,7,2,3,1,2,4,3,6,2,2,4,3,1,3,4,2,2,0,3,7,1,5,2,2,2,2,2,5,2,2,2,1,2,3,0,0,4,0,2,2,1
42bc6eacf539f7bd5327e4add611cd86c4d905d8f046b0144ffda5d188b5d138,1,2,2,5,1,2,4,5,2,1,4,3,2,3,6,2,1,2,2,4,2,4,4,2,3,2,1,4,1,1,1,1,0,1,0,2,3,3,4,4,3,5,3,3,5,4,2,1,5,3,1,3,2,3,2,1,0,3,2,1,4,0,4,2,3,0,1,4,0,5,0,7,2,1,2,3,2,2,5,2,2,2,4,5,6,1,1,3,2,1,1,6,3,2,0,4,2,2,4,1,4,1,1,6,6,2,3,0,2,4,3,1,1,0,2,2,0,7,2,3,4,3,0,1,6,4,2,1,3,2,2,1,5,0,2,2,3,2,2,7,6,2,4,1,3,2,3,1,0,3,4,3,2,2,5,2,2,3,4,0,2,2,1,2,3,3,3,1,2,6,3,4,6,2,3,1,3,3,1,1,1,5,3,6,0,4,1,3,2,2,2,2,4,3,1,3,2,0,3,4,1,2,6,2,3,3,0,3
42bf4e34ec48e5f3993688fdbdbd1b6ef56f80e2577dee93458c29bbb5620412,2,5,4,2,2,1,1,2,2,2,3,3,1,3,4,3,2,2,1,1,1,4,3,3,5,2,1,3,1,3,1,4,3,4,4,1,2,0,1,0,5,5,4,1,1,2,5,1,3,5,1,2,3,2,4,0,1,2,1,1,4,2,1,1,0,3,1,3,0,5,6,2,3,2,7,1,2,2,3,6,4,5,1,2,1,1,2,0,3,0,0,1,4,1,2,1,2,1,4,1,2,3,0,1,1,4,2,3,5,2,4,2,3,7,2,2,2,1,6,0,2,3,1,2,3,2,1,4,2,0,3,3,2,3,1,3,3,3,3,2,5,2,1,4,3,3,4,4,3,2,2,1,1,1,3,2,2,5,2,3,1,4,2,4,1,1,0,1,5,4,2,4,3,2,0,2,2,7,5,0,5,3,3,1,0,0,2,1,1,1,2,1,2,2,4,3,2,0,4,2,5,0,5,2,1,2,4,0
42ca5726e2f10a9e2628abba76b763a25d72ee48c96a2fbe9b5a940d033be707,1,2,0,3,2,0,3,1,2,5,2,5,2,4,1,4,2,2,1,1,3,2,0,3,1,3,1,1,0,2,4,5,0,2,1,2,4,4,1,3,5,2,5,1,1,2,3,0,4,4,6,0,2,3,3,3,5,2,3,1,3,3,3,1,1,2,5,0,0,2,1,4,2,1,3,1,2,5,2,2,1,1,3,7,2,1,4,2,5,1,0,2,1,4,4,3,1,3,1,0,2,1,0,2,3,1,2,1,1,4,2,1,1,3,3,2,2,1,2,2,2,2,6,1,2,3,1,1,5,4,1,2,5,0,3,3,0,2,3,1,2,1,0,1,2,4,2,1,2,2,3,4,2,1,4,3,4,3,2,2,5,1,1,0,3,3,2,2,5,3,3,2,1,3,3,4,3,4,4,1,2,3,3,2,2,2,1,4,1,3,1,4,1,1,5,4,2,4,4,2,3,0,6,4,4,3,1,2
42d1de76e1cea5bed6542a1da6d8e50a7b4142158f611c1c815651fd98699e5d,3,6,3,4,3,1,3,7,4,3,6,3,0,2,5,2,1,1,4,6,1,3,1,2,3,1,2,3,1,1,0,3,1,2,3,2,4,3,1,1,0,5,1,2,4,5,2,3,1,2,4,2,1,2,0,3,1,5,4,2,4,4,6,1,1,3,3,2,6,1,2,1,2,0,2,1,2,0,0,4,0,2,3,0,3,0,1,1,1,0,2,6,1,3,3,4,2,4,0,2,4,1,1,4,1,3,1,1,2,3,2,2,4,6,4,1,1,2,3,1,2,2,3,2,0,3,2,3,0,2,1,2,4,5,1,2,3,1,4,2,6,1,4,1,2,2,0,5,7,0,5,4,3,4,3,5,3,3,0,2,3,4,3,1,3,0,2,4,5,5,1,3,3,3,5,4,0,3,2,3,2,3,2,4,4,0,2,2,3,5,1,2,4,6,2,6,2,1,2,1,1,1,3,2,3,0,3,2
42ed55c039cfcbb46c8684b2a8769810266d3c527b72b0e5eecd8d28d6fd326a,0,2,1,2,5,5,3,3,1,2,1,5,4,3,5,2,1,1,2,4,4,4,1,3,2,3,2,2,3,5,0,5,2,2,1,1,1,1,4,1,1,1,1,0,2,4,0,3,2,1,2,1,4,4,4,1,3,3,3,2,1,3,3,2,2,3,0,4,2,0,2,5,0,0,2,2,7,5,3,7,2,5,2,4,3,2,2,1,2,1,4,4,3,2,6,4,1,2,5,0,2,5,2,2,1,2,2,2,3,1,3,4,5,1,2,3,4,2,6,3,3,1,2,2,4,1,2,2,3,3,1,3,3,2,3,5,4,4,1,1,2,1,6,1,5,3,8,3,2,0,3,1,1,4,3,2,1,1,1,6,1,1,4,4,2,4,0,0,1,2,4,5,3,3,1,4,1,1,0,1,7,1,1,3,3,1,0,2,6,1,4,3,2,3,1,1,3,3,3,2,2,2,6,2,3,2,4,3
42ef46d1c8c1476c39bb11d5b16a941c40f7b07ec2c46fb8f43169075d57325d,4,1,0,2,1,1,1,1,4,4,2,2,2,5,6,5,4,2,4,1,0,1,2,1,1,1,3,3,3,1,0,2,1,1,2,1,4,0,3,2,2,1,4,1,3,0,4,2,0,3,4,2,3,2,3,2,5,5,3,2,0,0,7,3,2,4,2,3,3,6,3,4,4,3,5,0,3,2,2,4,2,2,3,4,4,2,2,2,4,2,4,0,2,2,2,0,3,1,2,4,5,4,0,0,3,2,4,2,4,3,3,3,2,2,2,2,1,1,3,1,1,3,6,4,3,1,5,4,3,4,4,1,2,1,3,5,5,0,1,3,3,4,2,5,2,5,1,6,3,2,2,1,2,3,3,1,2,4,5,5,1,7,2,1,2,4,2,1,0,1,5,1,3,1,1,2,0,4,4,2,5,1,8,1,1,3,3,0,2,3,3,2,0,3,5,3,2,3,3,7,1,2,2,3,2,3,4,2
42f40f8de51ef4b512d8d04bfe5173071784f6305e84f0b461ef5d3395524839,3,5,2,2,2,4,1,3,5,1,2,3,7,2,4,2,4,2,2,2,3,1,5,1,2,2,4,5,5,2,3,1,3,3,2,4,1,5,1,3,1,2,3,2,3,6,0,5,3,3,1,1,3,2,2,1,1,5,1,3,2,2,2,0,2,3,2,1,2,5,2,1,3,3,5,2,2,1,5,1,2,1,4,3,0,3,2,2,9,2,1,3,4,1,4,0,5,4,0,1,1,1,2,0,4,2,2,5,1,1,5,1,5,2,4,3,0,3,2,2,2,3,0,2,3,3,1,1,3,3,0,1,3,2,2,4,4,3,2,4,3,2,3,3,3,1,2,0,2,1,5,2,2,1,0,0,1,3,1,2,2,2,3,2,2,3,7,5,3,1,7,1,3,3,1,1,4,2,1,1,2,3,4,3,2,4,4,1,6,2,0,4,2,0,1,3,1,1,6,5,3,1,1,4,2,5,2,1
4304ead8342ad1432450132145c78c1e68cb475b42f928c630c98bdd27aad139,2,2,0,3,2,1,3,0,4,3,3,0,6,0,4,0,1,2,1,2,3,2,2,3,3,3,2,2,0,1,3,1,2,3,1,2,2,2,2,4,4,0,2,1,2,2,1,1,1,2,1,1,3,4,7,2,2,2,2,3,5,3,4,1,1,5,3,1,1,0,2,1,4,1,3,3,4,4,1,1,4,2,1,7,2,4,4,6,1,2,3,3,3,3,1,3,1,3,4,4,2,2,4,4,2,0,1,5,3,0,4,4,1,2,3,5,0,0,4,2,5,1,1,3,6,3,4,1,4,2,4,0,3,1,3,1,3,3,1,3,2,6,0,3,2,1,3,2,1,3,2,4,3,3,5,3,1,4,2,4,5,2,1,1,2,3,4,2,1,2,0,1,3,2,2,2,3,3,3,7,3,3,2,2,1,4,3,2,1,2,1,1,4,0,5,3,5,4,3,0,3,1,4,2,4,4,3,2
430ae0ea01bc99ed9536eeb3b6f6b5123b658cd28516b7aad1a7365e8853032b,2,4,5,4,2,2,3,4,2,2,0,4,0,4,2,4,2,5,6,4,3,4,2,2,2,3,3,4,1,1,3,4,2,1,4,3,4,2,4,4,1,4,2,4,2,5,3,3,2,1,5,2,2,3,0,3,6,1,1,3,5,2,2,3,1,3,3,5,1,0,1,4,2,5,6,2,7,3,3,1,5,3,2,1,5,3,5,2,2,4,3,5,2,4,3,3,3,4,7,5,0,3,3,1,2,1,1,0,3,5,3,1,2,1,2,4,4,4,4,4,3,1,2,3,3,3,3,6,3,2,5,2,2,1,1,4,4,4,1,2,0,2,0,1,1,1,0,3,1,4,2,2,3,1,1,2,1,1,3,1,3,1,1,2,0,1,2,2,7,4,2,3,0,2,1,5,3,3,2,1,4,0,3,1,1,3,3,3,2,6,2,1,3,5,2,1,2,1,3,3,1,2,4,4,1,1,3,3
43101d7efcf6a51732536472568223839b95000fa94832190df121522bae8d4f,3,1,3,0,6,5,3,1,2,3,2,1,2,2,3,3,1,2,5,2,1,4,4,5,6,2,3,2,0,1,5,3,4,2,1,3,2,3,1,0,3,2,3,3,0,1,4,2,5,2,2,1,2,6,3,5,8,3,3,4,3,4,3,2,3,2,5,1,1,3,3,1,8,3,0,3,5,2,4,2,0,0,5,2,2,1,3,1,1,1,6,2,1,2,4,2,2,2,2,1,2,5,3,3,4,0,4,1,4,6,0,4,1,1,2,1,2,2,2,0,3,2,4,7,2,1,2,0,2,3,3,2,7,3,2,3,3,0,1,1,0,2,3,5,2,3,2,7,1,7,3,3,2,0,5,2,2,0,5,2,1,3,5,2,0,1,3,2,3,3,4,3,4,4,4,3,0,0,8,2,1,8,3,1,4,1,4,3,2,4,2,2,2,1,2,3,2,3,2,1,5,2,7,1,2,4,3,2
4315bf88df84aead72498a9b8219ea54f6bab1e42a8506671dfc8f0d1ec3e50a,2,2,0,3,1,4,2,3,2,2,5,4,2,5,1,2,2,2,2,3,3,3,2,0,4,1,2,2,0,2,1,3,1,0,1,3,4,1,2,3,1,4,0,1,2,4,4,5,3,3,3,4,2,4,2,2,2,2,1,2,3,2,1,2,2,1,1,1,1,2,3,2,3,2,5,2,2,4,4,2,2,2,0,4,1,1,3,2,4,2,3,4,1,4,4,4,4,2,1,2,2,6,2,2,3,3,1,0,4,5,4,0,5,5,1,1,2,2,0,6,0,3,1,3,1,3,1,3,3,1,1,4,4,5,2,4,2,2,2,4,3,3,2,2,1,2,5,4,2,3,3,2,3,2,7,0,4,2,1,2,1,2,3,4,1,2,3,1,3,1,1,0,2,3,1,0,3,5,4,4,0,0,5,4,2,0,2,6,3,4,0,2,3,2,3,4,2,2,5,2,2,1,1,1,1,2,6,2
431f809767e8ef44ccc2cf522f7489c0e180f8d31efd0a0ffdcbd5f1cd74b12f,3,4,0,1,2,1,2,4,5,1,2,0,3,3,5,1,0,5,4,1,2,4,3,2,3,4,2,1,3,3,3,3,3,2,2,1,2,3,5,3,2,2,3,0,2,4,3,0,2,2,4,0,2,5,5,1,2,2,2,2,1,1,3,2,2,2,1,2,0,0,2,2,3,3,1,4,1,1,0,2,3,2,3,2,1,2,1,2,4,4,2,7,7,3,3,2,3,4,3,2,3,5,3,3,1,3,3,3,2,4,2,5,1,2,2,1,0,5,1,4,5,3,2,3,1,1,6,1,4,3,3,4,0,2,1,2,1,2,2,1,2,5,1,2,0,3,3,5,4,1,0,3,2,2,3,3,2,1,4,4,1,4,1,1,3,2,2,1,4,5,1,2,4,1,4,3,5,2,0,2,0,3,2,1,2,4,5,1,3,5,9,5,1,2,1,4,0,2,3,0,2,5,2,5,1,3,6,2
